Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2029-01-01,New Year's Day,New Year's Day,NZ,False,True,,Public,
2029-01-02,Day after New Year's Day,Day after New Year's Day,NZ,False,True,,Public,
2029-01-22,Wellington Anniversary Day,Wellington Anniversary Day,NZ,False,False,,Public,"NZ-WGN,NZ-MWT"
2029-01-29,Auckland/Northland Anniversary Day,Auckland Anniversary Day,NZ,False,False,,Public,"NZ-AUK,NZ-NTL,NZ-MWT,NZ-WKO,NZ-GIS,NZ-BOP,NZ-HKB"
2029-02-01,Nelson Anniversary Day,Nelson Anniversary Day,NZ,False,False,,Public,NZ-NSN
2029-02-06,Waitangi Day,Waitangi Day,NZ,False,True,,Public,
2029-03-12,Taranaki Anniversary Day,Taranaki Anniversary Day,NZ,False,False,,Public,NZ-TKI
2029-03-23,Otago Anniversary Day,Otago Anniversary Day,NZ,False,False,,Public,NZ-OTA
2029-03-30,Good Friday,Good Friday,NZ,False,True,,Public,
2029-04-02,Easter Monday,Easter Monday,NZ,False,True,,Public,
2029-04-03,Southland Anniversary Day,Southland Anniversary Day,NZ,False,False,,Public,NZ-STL
2029-04-25,Anzac Day,Anzac Day,NZ,False,True,,Public,
2029-06-04,King's Birthday,King's Birthday,NZ,False,True,,Public,
2029-07-06,Matariki,Matariki,NZ,False,True,,Public,
2029-09-24,Dominion Day,Canterbury (South) Anniversary Day,NZ,False,False,,Public,NZ-CAN
2029-10-19,Hawke's Bay Anniversary Day,Hawke's Bay Anniversary Day,NZ,False,False,,Public,NZ-HKB
2029-10-22,Labour Day,Labour Day,NZ,False,True,,Public,
2029-10-29,Marlborough Anniversary Day,Marlborough Anniversary Day,NZ,False,False,,Public,NZ-MBH
2029-11-16,Canterbury (North & Central) Anniversary Day,Canterbury Anniversary Day,NZ,False,False,,Public,NZ-CAN
2029-11-30,Chatham Islands Anniversary Day,Chatham Islands Anniversary Day,NZ,False,False,,Public,NZ-CIT
2029-12-01,Westland Anniversary Day,Westland Anniversary Day,NZ,False,False,,Public,NZ-WTC
2029-12-25,Christmas Day,Christmas Day,NZ,False,True,,Public,
2029-12-26,Boxing Day,Boxing Day,NZ,False,True,,Public,
