Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2023-01-01,Triunfo de la Revolución,Triumph of the Revolution,CU,False,True,,Public,
2023-01-02,Día de Victoria de las Fuerzas Armadas,Victory of Fidel Castro,CU,False,True,,Public,
2023-04-07,Good Friday,Good Friday,CU,False,True,,Public,
2023-05-01,Día de los trabajadores,Labour Day,CU,False,True,,Public,
2023-07-25,Conmemoración del asalto a Moncada,Day before the Commemoration of the Assault of the Moncada garrison,CU,False,True,,Public,
2023-07-26,Día de la Rebeldía Nacional,Commemoration of the Assault of the Moncada garrison,CU,False,True,,Public,
2023-07-27,Conmemoración del asalto a Moncada,Day after the Commemoration of the Assault of the Moncada garrison,CU,False,True,,Public,
2023-10-10,Día de la Independencia,Day after the Commemoration of the Assault of the Moncada garrison,CU,False,True,,Public,
2023-12-25,Navidad,Christmas Day,CU,False,True,,Public,
