Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2019-01-01,Lá Caille,New Year's Day,IE,False,True,,Public,
2019-03-17,Lá Fhéile Pádraig,Saint Patrick's Day,IE,False,True,,Public,
2019-04-19,Aoine an Chéasta,Good Friday,IE,False,True,,"Bank, School",
2019-04-22,Luan Cásca,Easter Monday,IE,False,True,,Public,
2019-05-06,Lá Bealtaine,May Day,IE,False,True,,Public,
2019-06-03,Lá Saoire i mí an Mheithimh,June Holiday,IE,False,True,,Public,
2019-08-05,Lá Saoire i mí Lúnasa,August Holiday,IE,False,True,,Public,
2019-10-28,Lá Saoire i mí Dheireadh Fómhair,October Holiday,IE,False,True,,Public,
2019-12-25,Lá Nollag,Christmas Day,IE,False,True,,Public,
2019-12-26,Lá Fhéile Stiofáin,St. Stephen's Day,IE,False,True,,Public,
